,expNum,Frequencies,Amplitudes,Positions,Displacements
0,0,440.0,0.07756292888725919,"[[360.67828369 827.65838623]
 [451.20440674 823.25598145]
 [105.92166901 821.96923828]
 [194.7440033  817.47290039]
 [266.85061646 816.43676758]
 [745.33343506 814.46289062]
 [820.33343506 811.14306641]
 [670.38336182 810.35284424]
 [601.05969238 807.36779785]
 [520.16040039 803.15539551]
 [821.24914551 731.88250732]
 [ 25.57974815 673.9286499 ]
 [817.48968506 653.95214844]
 [573.82427979 624.11132812]
 [452.84674072 601.53442383]
 [355.38067627 600.5871582 ]
 [ 27.2995224  591.92938232]
 [249.71801758 587.17474365]
 [827.76373291 556.91351318]
 [511.30636597 535.49261475]
 [640.32672119 523.12774658]
 [ 19.97546577 518.53283691]
 [326.17175293 518.15698242]
 [414.83285522 497.7230835 ]
 [269.49060059 462.81240845]
 [568.72808838 454.48516846]
 [492.48275757 444.47311401]
 [801.83734131 440.27554321]
 [367.5378418  421.32415771]
 [ 23.60962486 407.28442383]
 [612.05487061 388.69293213]
 [261.40496826 380.29534912]
 [433.48452759 362.67999268]
 [529.83837891 356.9083252 ]
 [818.40606689 346.32040405]
 [ 26.14272118 320.98516846]
 [342.5065918  313.33328247]
 [256.75363159 278.27041626]
 [499.81213379 269.19494629]
 [825.0100708  263.72723389]
 [401.61331177 262.7505188 ]
 [582.13122559 258.17971802]
 [ 26.48672295 216.91824341]
 [331.36575317 194.51486206]
 [470.50750732 184.40422058]
 [246.19638062 173.6282196 ]
 [565.20141602 171.15382385]
 [824.09265137 133.57850647]
 [ 24.72452164 118.44447327]
 [468.18334961  50.63378906]
 [249.44770813  42.62307739]
 [531.1550293   40.06357193]
 [352.49057007  33.38488388]
 [820.89605713  30.27725983]
 [154.55838013  29.64544868]
 [734.32342529  26.13921738]
 [634.23583984  24.42565727]]","[[-8.28936768e+00 -1.16226807e+01]
 [ 2.82492065e+00 -7.30328369e+00]
 [ 7.35159302e+00  8.60394287e+00]
 [ 1.85824585e+00 -5.74877930e+00]
 [-6.16192627e+00 -1.87066650e+00]
 [-3.33068848e+00 -4.55249023e+00]
 [-1.86694336e+01 -1.49743652e+00]
 [-1.47235107e+00 -3.26550293e+00]
 [ 4.81750488e-01 -2.25097656e-01]
 [ 5.48828125e-01 -2.16979980e-01]
 [-7.80999756e+00 -1.86114502e+01]
 [-7.08412170e-01 -8.08325195e+00]
 [-2.74499512e+00  3.97644043e-01]
 [-5.94079590e+00  7.94030762e+00]
 [-6.95516968e+00 -8.03741455e+00]
 [-9.51547241e+00  4.97100830e+00]
 [-3.74504089e-01 -1.02624512e+00]
 [ 9.66384888e-01  3.01464844e+00]
 [-6.11016846e+00 -5.59161377e+00]
 [-2.96466064e+00  1.36322021e+00]
 [-2.11621094e+00 -9.37207031e+00]
 [-7.30062485e-01  2.02020264e+00]
 [ 1.55590820e+00  6.05761719e+00]
 [ 3.98529053e-01 -1.04061890e+00]
 [-2.81869507e+00  8.01226807e+00]
 [-2.74322510e+00 -4.17266846e-01]
 [-3.68481445e+00  1.45053101e+00]
 [-3.70910645e-01  1.00704346e+01]
 [ 2.81506348e+00  3.10610962e+00]
 [-2.76066017e+00  9.40454102e+00]
 [-2.11395264e+00  6.83227539e-01]
 [-4.19152832e+00  2.15747070e+00]
 [ 1.78027344e+00  1.28952026e+00]
 [-5.69836426e+00  2.41955566e+00]
 [ 4.95056152e-01  1.91665649e+00]
 [-2.32385254e+00 -2.34106445e+00]
 [ 1.64794922e-02  1.67288208e+00]
 [-1.95648193e+00  9.98300171e+00]
 [-8.14797974e+00  5.33688354e+00]
 [-3.31756592e+00  7.05963135e-01]
 [ 6.02233887e-01  6.20809937e+00]
 [-1.04479980e+00  5.23559570e+00]
 [ 6.94156647e-01  3.64944458e+00]
 [ 6.70684814e+00  1.24647217e+01]
 [ 6.49560547e+00 -2.03474426e+00]
 [-1.51094055e+00  4.58682251e+00]
 [ 7.48596191e-01  3.97633362e+00]
 [ 1.97888184e+00  1.00078888e+01]
 [-5.18346786e+00  3.62599792e+01]
 [ 8.00994873e-01 -1.18398666e+00]
 [-8.09860229e-01  1.96121979e+00]
 [-3.62573242e+00  4.41232681e+00]
 [ 6.24844360e+00  1.03080940e+01]
 [-2.55289307e+01  4.93424683e+01]
 [-8.05801392e+00 -6.66139412e+00]
 [ 7.10791016e+00 -3.09763336e+00]
 [-8.28436279e+00  4.91779327e+00]]"
1,1,293.66,0.18911287095243126,"[[114.35934448 830.16796875]
 [454.02651978 816.02435303]
 [351.5637207  814.78887939]
 [260.69378662 814.61450195]
 [196.67829895 811.65606689]
 [668.53167725 807.17095947]
 [601.62860107 807.20721436]
 [520.13305664 802.85473633]
 [ 24.92221642 665.85540771]
 [567.98083496 632.08276367]
 [345.84078979 605.6083374 ]
 [446.18499756 593.62243652]
 [ 27.01006126 590.95184326]
 [250.94476318 590.23706055]
 [821.6270752  551.30407715]
 [508.40917969 536.84197998]
 [327.61636353 524.17614746]
 [ 19.36039734 521.03778076]
 [638.13586426 513.83331299]
 [415.41699219 496.67379761]
 [266.70059204 470.822052  ]
 [565.90576172 454.00335693]
 [801.42510986 450.31533813]
 [488.67553711 445.93212891]
 [370.42428589 424.40136719]
 [ 20.85468864 416.79180908]
 [609.82122803 388.83816528]
 [257.03561401 382.60131836]
 [435.24517822 363.97613525]
 [524.04174805 359.44958496]
 [819.10321045 348.3699646 ]
 [ 24.19016266 318.81225586]
 [342.57409668 315.18969727]
 [254.4846344  288.84933472]
 [491.88171387 274.72970581]
 [402.54373169 269.22851562]
 [821.70135498 264.55169678]
 [580.66064453 263.13098145]
 [ 27.29224777 220.61387634]
 [338.16372681 206.96818542]
 [477.79006958 182.67739868]
 [244.67384338 178.24530029]
 [565.84954834 175.19895935]
 [ 19.7573719  155.57209778]
 [825.78259277 143.64215088]
 [795.88677979  79.80654907]
 [249.02833557  44.72050095]
 [358.72103882  43.66348267]
 [625.97723389  29.266325  ]
 [741.7467041   23.30164337]
 [146.56938171  22.99247742]
 [813.44189453 713.28747559]
 [814.76416016 654.34869385]
 [801.3057251  809.72991943]
 [741.87554932 809.88903809]
 [466.87609863  49.00390244]
 [526.67333984  44.72305679]]","[[-23.05756378 -10.0536499 ]
 [  0.41156006  -1.21435547]
 [ -0.29837036  -1.55004883]
 [ -2.16827393  -4.59155273]
 [ -5.91365051 -16.07666016]
 [ -0.82904053   6.80541992]
 [ -1.43579102  -1.06219482]
 [  0.96398926   0.15795898]
 [  0.14464188  -3.11114502]
 [ -1.51556396  -0.94311523]
 [ -3.43417358  -1.04925537]
 [ -0.6696167    1.91607666]
 [ -0.83870506   2.99035645]
 [ -9.96273804  -2.15576172]
 [ -8.1229248   -4.09765625]
 [-10.18121338   5.12139893]
 [ 11.31140137  19.95300293]
 [  0.16710663   0.30932617]
 [ -3.27636719   4.72241211]
 [ -2.93685913   6.30380249]
 [-11.67227173 -12.28088379]
 [  7.3526001    6.64782715]
 [  2.58825684   1.86032104]
 [-19.93185425  29.27166748]
 [  0.28579712  17.15228271]
 [  0.68055534   0.58221436]
 [ -6.05407715  -5.20687866]
 [-11.96537781   6.20318604]
 [-19.30203247   3.75448608]
 [ -2.34936523  12.77880859]
 [ -1.02246094   0.55401611]
 [  0.80106544   1.55688477]
 [-10.65869141   2.64401245]
 [ -7.74307251  11.19476318]
 [  4.94250488  19.88137817]
 [ -6.66986084  -0.22323608]
 [ -0.96893311   4.53173828]
 [ -4.23431396   3.74581909]
 [ -3.68478966   5.37220764]
 [ -5.92462158   4.45675659]
 [  0.96173096   2.04096985]
 [ -1.17242432  -0.37025452]
 [ -2.78637695   1.37458801]
 [ -3.40133095  10.05412292]
 [ -5.60455322  14.91418457]
 [ 10.11273193  -9.46694183]
 [ -0.34690857   4.72344208]
 [ -1.17590332   1.56511307]
 [-10.59661865   8.87426186]
 [  7.59191895  22.55252838]
 [ -3.13154602  21.44016647]
 [ -3.39251709  19.60064697]
 [  3.73724365  -4.82458496]
 [ 14.73022461 -13.78265381]
 [  2.70220947  -2.25750732]
 [  2.78634644   1.86695099]
 [  1.03601074   1.43774414]]"
2,2,110.0,0.13050877204416228,"[[ 89.65796661 820.40771484]
 [454.46484375 814.8203125 ]
 [667.81982422 813.94708252]
 [351.04373169 813.30358887]
 [258.67831421 810.03997803]
 [743.70544434 808.62756348]
 [600.09655762 806.15875244]
 [520.99029541 802.85601807]
 [816.07781982 795.79077148]
 [190.67521667 795.47729492]
 [809.44281006 732.72406006]
 [818.41571045 649.5690918 ]
 [566.46575928 631.20458984]
 [342.2980957  604.51434326]
 [445.28179932 595.47558594]
 [241.70405579 588.21331787]
 [813.47351074 547.31494141]
 [339.16503906 544.20721436]
 [497.7069397  542.18365479]
 [635.012146   518.82037354]
 [412.512146   502.90606689]
 [468.96212769 475.41018677]
 [572.90136719 460.08361816]
 [255.05404663 458.55255127]
 [803.89868164 452.21264648]
 [370.62792969 441.66235352]
 [ 21.33015633 417.42327881]
 [245.23854065 388.93106079]
 [604.02337646 383.5506897 ]
 [521.62841797 372.27737427]
 [416.43731689 368.97421265]
 [818.16101074 348.90213013]
 [ 25.13822746 320.39889526]
 [331.89572144 317.79196167]
 [246.70892334 299.32006836]
 [497.04092407 294.11453247]
 [820.85998535 269.29098511]
 [395.59039307 268.99133301]
 [575.17156982 266.67529297]
 [333.63424683 212.22145081]
 [478.8197937  184.77667236]
 [243.41822815 177.89178467]
 [563.02740479 176.65614319]
 [820.00286865 158.5617981 ]
 [806.24072266  69.94431305]
 [248.52565002  49.48819733]
 [749.15722656  45.83792496]
 [357.64425659  45.24747467]
 [143.52075195  44.60868835]
 [615.36981201  38.16218185]
 [469.67797852  51.2725563 ]
 [527.84362793  46.19497299]]","[[-1.65740509e+01 -2.63205566e+01]
 [ 6.11639404e+00 -7.96386719e-01]
 [-8.62670898e-01 -3.72442627e+00]
 [-1.10873413e+01  1.08027954e+01]
 [-8.90193176e+00 -6.26446533e+00]
 [-1.59834595e+01  3.99291992e-01]
 [-7.34680176e-01  1.99194946e+01]
 [-1.07501221e+00  2.85827637e+00]
 [-8.69177246e+00 -2.40020142e+01]
 [-1.81932831e+01  9.55303955e+00]
 [-7.93072510e+00 -3.10817261e+01]
 [ 8.56927490e+00 -2.03870239e+01]
 [-9.22375488e+00 -1.87036133e+00]
 [-7.59136963e+00  4.43048096e+00]
 [-7.65148926e+00 -2.44201660e-01]
 [-9.02496338e+00  9.45373535e-01]
 [ 1.29639893e+01  1.71108398e+01]
 [-4.70355225e+00  8.38134766e-01]
 [-8.26593018e+00  4.83355713e+00]
 [-1.16116333e+01  9.80993652e+00]
 [-3.89376831e+00 -1.26974487e+00]
 [-4.47198486e+00 -2.04223633e-01]
 [-5.97094727e+00  2.21047974e+00]
 [ 1.14340210e+02 -1.55168152e+01]
 [-2.00610352e+00  1.18603516e+00]
 [ 4.64844666e+01 -1.26796265e+01]
 [ 2.27452375e+02  4.11902161e+01]
 [-4.04600525e+00  1.26763916e+00]
 [-5.92022705e+00  3.12112427e+00]
 [-5.65240479e+00  3.95587158e+00]
 [-3.35922241e+00  2.86822510e+00]
 [-8.77508545e+00  8.93838501e+00]
 [-1.02373066e+01 -5.53442383e+00]
 [-5.73373413e+00  4.00717163e+00]
 [-1.06143646e+01  4.02932739e+00]
 [-7.66525269e+00  3.83517456e+00]
 [ 1.04431152e-01  6.22302246e+00]
 [-9.70126343e+00  4.42794800e+00]
 [-5.69812012e+00  6.57913208e+00]
 [-5.53894043e+00  5.78318787e+00]
 [ 1.36163330e+00  1.35607910e+01]
 [ 2.95140076e+00  3.69049072e+00]
 [-7.00250244e+00  6.71693420e+00]
 [-1.18516235e+01 -1.96440125e+00]
 [-1.44320068e+01  1.93354797e+00]
 [-1.20230408e+01  1.17784195e+01]
 [-2.00322266e+01 -1.82265091e+00]
 [ 1.01571045e+01  2.53844223e+01]
 [-3.90863571e+01  1.36831932e+01]
 [ 2.82874146e+01  6.56089401e+00]
 [-1.63258057e+01  1.58027306e+01]
 [-9.53271484e+00  4.75072861e+00]]"
3,3,329.63,0.18652683006994625,"[[599.33892822 826.16589355]
 [340.15454102 824.18249512]
 [667.04156494 810.24145508]
 [726.94989014 807.82104492]
 [172.61886597 805.11682129]
 [249.45423889 804.22174072]
 [ 74.17728424 793.5569458 ]
 [807.29425049 771.23718262]
 [801.45831299 701.83056641]
 [826.91210938 629.13586426]
 [557.31115723 629.21051025]
 [334.52160645 608.96038818]
 [437.64605713 595.25170898]
 [232.44815063 589.18548584]
 [826.37921143 564.44458008]
 [489.46820068 546.98150635]
 [334.52099609 544.99835205]
 [623.33575439 528.64575195]
 [408.54684448 501.64138794]
 [464.32077026 475.13897705]
 [566.87475586 462.32849121]
 [248.74804688 458.64212036]
 [801.8493042  453.34249878]
 [369.43756104 442.99935913]
 [417.20889282 429.103302  ]
 [240.82426453 389.8293457 ]
 [598.13977051 386.7208252 ]
 [516.01580811 376.20584106]
 [413.08035278 371.87399292]
 [809.40814209 358.09341431]
 [326.81408691 322.0710144 ]
 [ 15.47373104 315.00802612]
 [235.92146301 304.55422974]
 [489.39776611 297.9703064 ]
 [820.93341064 275.40203857]
 [569.55059814 273.43875122]
 [385.87911987 273.45913696]
 [328.0484314  218.01237488]
 [480.18737793 198.39892578]
 [556.00817871 183.08399963]
 [246.38873291 181.65089417]
 [808.9800415  156.0557251 ]
 [791.32446289  72.20940399]
 [367.81494141  70.5905304 ]
 [453.11306763  67.25322723]
 [237.41716003  61.81573486]
 [105.69690704  58.70757675]
 [518.69122314  50.84538269]
 [643.63366699  44.7423439 ]
 [729.54455566  43.73065186]
 [460.81781006 814.10638428]
 [519.95288086 805.63012695]]","[[-2.71398926e+00 -2.09588623e+00]
 [-3.25869751e+00 -9.42382812e-01]
 [ 7.77587891e-01  1.82006836e-01]
 [ 1.52212524e+01  1.66239014e+01]
 [-1.49543762e+00 -3.08325195e+00]
 [-2.06192017e-01 -1.47265625e+00]
 [-6.26132965e+00 -3.09978027e+01]
 [-6.55102539e+00  4.67901611e+00]
 [ 4.37921143e+00 -9.05645752e+00]
 [ 1.73999023e+00 -3.76361084e+00]
 [-3.23303223e+00  2.62823486e+00]
 [-1.36223145e+01  5.07147217e+00]
 [-1.11718445e+01  3.07611084e+00]
 [-3.64863586e+00  2.60052490e+00]
 [ 3.43627930e-02  1.38916016e+00]
 [-1.09442749e+01 -1.05738525e+01]
 [ 2.53237915e+00  4.86315918e+00]
 [-5.61334229e+00 -4.68597412e+00]
 [-7.25558472e+00  1.36993408e+00]
 [-7.94174194e+00 -6.18856812e+00]
 [-4.12963867e-01  7.30029297e+00]
 [-8.12509155e+00 -1.49426270e+00]
 [-1.58007812e+00  3.05227661e+00]
 [ 8.01727295e-01 -4.51727295e+00]
 [ 5.84930420e-01 -7.20245361e-01]
 [-1.89312744e+00 -8.14492798e+00]
 [-4.91278076e+00  7.04586792e+00]
 [ 2.31427002e+00  1.42242432e+00]
 [ 3.08319092e-01  7.34039307e-01]
 [-1.07055664e-01 -8.75732422e-01]
 [-4.61608887e+00 -1.80786133e-01]
 [-6.82260513e-01  1.59002686e+00]
 [-3.92790222e+00  7.30322266e+00]
 [-5.82669067e+00  9.75775146e+00]
 [-2.33587646e+00  3.53503418e+00]
 [-9.66705322e+00  1.06137085e+00]
 [-2.37875366e+00 -1.17364502e+00]
 [ 1.08187866e+00 -3.43803406e+00]
 [ 5.94888306e+00  4.06649780e+00]
 [-8.66394043e-01  2.36270142e+00]
 [-2.60049438e+00  4.64752197e-01]
 [-2.48107910e+00  7.51907349e-01]
 [ 1.66326904e+00  1.77288437e+01]
 [-3.41790771e+00  2.38767242e+00]
 [ 5.90209961e-02 -5.55923462e-01]
 [ 9.47097778e-01  3.45901489e+00]
 [ 5.81211853e+00  1.81471672e+01]
 [-6.74926758e-01 -4.18243408e-01]
 [-2.82739258e+00  3.11171722e+00]
 [-2.77709961e-02  7.68200302e+00]
 [ 5.68542480e-01  6.13586426e-01]
 [ 4.85351562e-01 -3.35998535e-01]]"
4,4,1046.52,0.15662831697784804,"[[741.9206543  824.34265137]
 [596.65490723 824.05981445]
 [336.76107788 823.19512939]
 [667.77154541 810.42559814]
 [249.1346283  802.81530762]
 [171.10295105 801.93927002]
 [800.91131592 776.00018311]
 [ 67.95169067 762.69976807]
 [805.83544922 692.85101318]
 [554.04541016 631.75946045]
 [321.02801514 614.00231934]
 [426.34381104 598.33789062]
 [228.80574036 591.79827881]
 [337.03128052 549.75946045]
 [478.6343689  536.02667236]
 [617.55981445 523.9364624 ]
 [401.45681763 503.20068359]
 [566.59222412 469.72406006]
 [456.27365112 469.10931396]
 [241.2742157  457.24972534]
 [800.23052979 456.37405396]
 [418.83358765 428.73141479]
 [370.21133423 438.60623169]
 [592.65380859 393.98968506]
 [238.25163269 381.15707397]
 [518.29956055 377.60198975]
 [413.37347412 372.47821045]
 [809.31243896 357.23651123]
 [322.28762817 321.87112427]
 [231.66835022 311.83041382]
 [482.87106323 307.71084595]
 [818.64233398 278.77996826]
 [560.73822021 275.09902954]
 [383.73001099 272.09103394]
 [329.18902588 214.5078125 ]
 [486.14578247 202.43299866]
 [553.41894531 184.75982666]
 [243.67608643 182.12097168]
 [806.75860596 157.11026001]
 [793.47711182  90.22561646]
 [111.5690155   77.0163269 ]
 [364.30200195  73.05387878]
 [453.08139038  66.69304657]
 [237.69113159  65.26335144]
 [729.7678833   51.4464798 ]
 [518.06329346  50.3999176 ]
 [640.89752197  47.89515305]
 [461.48953247 814.73919678]
 [520.43243408 805.3092041 ]
 [828.7253418  625.40002441]
 [826.42730713 565.97137451]]","[[ -0.05804443  -3.75549316]
 [ -4.92687988   1.28692627]
 [-10.35641479  -4.36724854]
 [  2.22546387  -4.65985107]
 [ -1.76426697  -3.16650391]
 [ -0.74134827   0.6083374 ]
 [ -0.97583008  -0.56665039]
 [ -1.11313629  -0.25421143]
 [  0.88635254   0.18731689]
 [ -1.58764648  -7.39471436]
 [ -3.15042114  -4.29394531]
 [ -1.42654419  -1.6270752 ]
 [-19.97164917  -8.8449707 ]
 [  0.21762085  -3.23510742]
 [ -3.51327515  -2.97650146]
 [-15.45880127  -8.79919434]
 [ -0.95413208   1.95144653]
 [ -4.33831787   0.4803772 ]
 [  1.88601685   4.05859375]
 [ -5.75340271  -0.83538818]
 [ -3.89544678  15.64367676]
 [ -1.57992554  -0.66012573]
 [ -3.67623901  -0.55249023]
 [ -4.80725098   3.53210449]
 [  1.5877533    2.27145386]
 [ -1.51898193   0.76272583]
 [-11.13473511  -0.86843872]
 [ -0.61767578  29.72579956]
 [  1.33740234   3.50170898]
 [ -9.8117981    1.67874146]
 [ -3.40670776   5.3369751 ]
 [  0.7699585    8.44622803]
 [ -9.94189453  -9.43554688]
 [ -1.38122559   5.76412964]
 [ -3.00918579  -2.38476562]
 [ -7.6010437    5.60142517]
 [  0.74200439  10.22010803]
 [-10.07281494  14.19192505]
 [ -0.39086914   1.27578735]
 [  0.52709961   2.09659576]
 [ -3.28400421  -0.71930695]
 [ -2.61712646   6.9680481 ]
 [ -2.26696777  12.24178314]
 [  0.29692078  -0.88493347]
 [ -0.95251465   0.33648682]
 [  4.65533447   7.15112305]
 [  1.48071289   6.478405  ]
 [ -5.02841187  23.19488525]
 [ -1.25823975   4.88568115]
 [ -1.37133789   5.37750244]
 [  6.08612061   2.68609619]]"
5,5,880.0,0.6691505415949303,"[[591.13421631 825.34338379]
 [741.54394531 820.56835938]
 [326.22512817 819.00140381]
 [518.97198486 810.19891357]
 [669.70684814 805.80645752]
 [170.19865417 802.55718994]
 [247.06259155 799.68261719]
 [799.45214844 775.3203125 ]
 [ 67.04009247 762.41131592]
 [806.46881104 692.93572998]
 [827.2041626  630.85174561]
 [551.91497803 624.25311279]
 [318.2225647  609.71136475]
 [424.56066895 596.67681885]
 [208.51477051 582.86816406]
 [832.32446289 568.30718994]
 [336.68255615 546.30895996]
 [474.50991821 532.82824707]
 [601.60150146 515.03863525]
 [400.44015503 505.56289673]
 [458.10800171 472.99163818]
 [795.98718262 471.88656616]
 [561.84912109 470.23928833]
 [235.16210938 456.29223633]
 [420.80599976 431.16708374]
 [365.89807129 438.24911499]
 [587.33660889 397.66607666]
 [808.63983154 387.01031494]
 [238.93783569 383.16488647]
 [516.77819824 378.45446777]
 [401.72955322 371.41067505]
 [323.35681152 325.28155518]
 [221.57026672 313.53625488]
 [479.41244507 313.03103638]
 [818.93469238 286.85253906]
 [382.59591675 277.77084351]
 [550.07879639 265.50341797]
 [326.02029419 211.99160767]
 [478.04928589 207.83302307]
 [233.1517334  195.16894531]
 [554.46459961 195.01611328]
 [806.11663818 158.28070068]
 [793.55596924  92.36508942]
 [361.39291382  79.97385406]
 [450.71810913  78.81626129]
 [108.22812653  76.49006653]
 [237.73454285  64.33138275]
 [522.300354    57.45424271]
 [642.07305908  54.26829147]
 [728.44567871  51.83909225]]","[[ -8.57104492  -4.06640625]
 [ -1.23687744  -1.08856201]
 [-10.74993896 -10.19134521]
 [ -2.42266846  -3.67858887]
 [  0.43548584  -2.32208252]
 [  0.5728302   -0.84893799]
 [ -4.1502533   -5.66674805]
 [ -0.69970703   1.02191162]
 [ -1.23677826  -1.09814453]
 [  0.28839111  -0.15301514]
 [ -2.41448975   0.60705566]
 [ -5.42340088   2.63671875]
 [-22.79959106  -0.74609375]
 [ -4.30743408  -2.35723877]
 [  9.34757996   0.06237793]
 [  2.23101807  -0.49377441]
 [ -1.47509766  -0.75299072]
 [ -2.86724854  12.7980957 ]
 [ -9.36676025  -2.91943359]
 [  0.3444519    0.70489502]
 [ -1.20812988   0.54428101]
 [ 23.47674561  13.30285645]
 [ -2.74768066  -8.31442261]
 [  2.52505493  11.05325317]
 [ -0.08804321   0.31274414]
 [  0.46331787   3.49435425]
 [  1.03857422  -0.62954712]
 [ 13.28381348 -19.56863403]
 [ -5.95178223   4.73083496]
 [  7.2432251    4.63143921]
 [ -1.36221313   5.35632324]
 [-12.01766968  12.40893555]
 [  4.896698    15.1902771 ]
 [ -1.2557373    1.70465088]
 [ -7.95648193   3.66915894]
 [ -3.12835693   3.85650635]
 [ -2.21240234   6.53186035]
 [ -4.95333862   6.74668884]
 [  0.98294067  16.27757263]
 [ -3.6710968    6.4236145 ]
 [ -4.58355713  11.43782043]
 [ -0.64532471   1.80569458]
 [  0.59155273   5.41596985]
 [ -1.13754272  -0.80648041]
 [  0.61361694   9.40072632]
 [ -1.3560791    1.83162689]
 [ -1.83522034   3.92549896]
 [  5.81085205  -0.83557129]
 [ -0.54797363   2.98780441]
 [ -0.70202637   2.66855621]]"
6,6,246.94,0.1587664439103399,"[[582.63000488 821.35479736]
 [740.35241699 819.56134033]
 [315.43362427 808.92901611]
 [516.4621582  806.62554932]
 [670.25610352 803.57904053]
 [170.7983551  801.62792969]
 [242.99398804 794.13354492]
 [798.81262207 776.38977051]
 [ 65.88046265 761.32019043]
 [806.85900879 692.85089111]
 [824.82159424 631.55145264]
 [546.53118896 626.95568848]
 [295.51699829 609.0324707 ]
 [420.51870728 594.3380127 ]
 [217.91763306 582.89093018]
 [834.56439209 567.94256592]
 [471.76693726 545.65881348]
 [335.18667603 545.58392334]
 [592.05657959 511.83740234]
 [400.83892822 506.28399658]
 [819.3416748  485.21343994]
 [457.06329346 473.58514404]
 [237.44104004 467.82037354]
 [559.02923584 462.24337769]
 [365.49481201 441.78497314]
 [420.91326904 431.57159424]
 [588.64862061 397.16119385]
 [233.16375732 387.98226929]
 [524.89868164 384.2237854 ]
 [400.65655518 376.89794922]
 [822.13085938 367.59289551]
 [311.52844238 337.73873901]
 [227.23298645 328.8614502 ]
 [478.33605957 314.84533691]
 [811.62750244 291.25875854]
 [379.57400513 281.56039429]
 [547.82043457 272.4017334 ]
 [478.84902954 224.06230164]
 [321.83624268 218.37301636]
 [550.13446045 206.67379761]
 [227.87322998 201.32696533]
 [805.43414307 160.05130005]
 [794.18035889  97.81095123]
 [451.94198608  88.47668457]
 [361.08166504  79.3581543 ]
 [106.88244629  78.32036591]
 [236.02137756  68.31563568]
 [641.59265137  57.26942062]
 [528.09002686  56.65102768]
 [727.8137207   54.53091812]]","[[ -2.05444336  -1.94952393]
 [ -6.81976318 -15.27252197]
 [ -0.87509155  -3.48565674]
 [ -2.88842773  -3.06665039]
 [ -5.36877441  18.28723145]
 [ -0.21174622  -7.97259521]
 [ -1.39230347   2.29492188]
 [ 18.74139404   9.72564697]
 [  1.62445068  12.54315186]
 [ -4.61462402   8.00701904]
 [ -6.74725342   1.66229248]
 [ -1.75762939   2.66674805]
 [-11.9861145    2.45635986]
 [  4.25830078   5.81396484]
 [ -5.24351501   3.84661865]
 [ -1.88665771   0.66552734]
 [  2.99908447  -0.4119873 ]
 [ -7.1835022  -12.28942871]
 [  6.87750244  -3.10888672]
 [  9.6595459   23.92407227]
 [  2.53106689   1.91720581]
 [ 18.1975708  -15.0708313 ]
 [ -2.31361389  -6.01895142]
 [-14.70379639  -0.20803833]
 [  3.76226807  31.73114014]
 [ -0.49780273  -2.27822876]
 [-12.14221191  14.45211792]
 [ -2.32009888   7.40475464]
 [-10.95019531   2.03009033]
 [ -6.52853394 -15.65795898]
 [ -3.40948486   5.13540649]
 [ -8.66101074  13.32080078]
 [ -2.61183167  -0.22073364]
 [ 14.89260864   9.99157715]
 [ -1.37451172   0.15414429]
 [-10.26226807  -5.83224487]
 [  6.1706543   11.51095581]
 [  8.1086731   16.78115845]
 [ -7.91436768   0.84542847]
 [  2.01928711   2.34455872]
 [ -1.77851868  -1.5496521 ]
 [-13.11035156  16.71696472]
 [-10.65716553   2.68044281]
 [ -1.36553955   1.61081696]
 [ -1.83416748   0.88915253]
 [-13.81122589  18.61439514]
 [  0.06703186   5.0315094 ]
 [ -6.35614014   3.31946564]
 [ -4.15142822   3.79122543]
 [  3.26495361   7.07300949]]"
